DATA ĐH 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,AUTO,,,,,,,,
,,,MÔ TẢ SẢN PHẨM,,,,,,TỈ LỆ SIZE,,,,,,,,,,,,,,,,,THÔNG TIN NHẬP HÀNG,,,,,,,,
STT,PHÂN LOẠI ĐH,PHÂN CẤP SP,TÊN SẢN PHẨM,HÌNH ẢNH,ART/ MÃ SP,Màu,LOẠI SP,CHẤT LIỆU,S / 29,M / 30,L / 31,XL / 32,XXL / 34,SL ĐẶT HÀNG (pcs),"ĐƠN GIÁ
(VNĐ)",TỔNG GIÁ TRỊ,NHÀ MÁY,TIMELINE NHẬP KHO,NGÀY GỬI PO,NGÀY GIAO HÀNG DỰ KIẾN,⚠️ Phân loại đơn hàng,Quý,Tuần,Mã Đơn Đặt Hàng,Trạng Thái,NGÀY NHẬP KHO DỰ KIẾN,NGÀY GIAO THỰC TẾ,SL NHẬP KHO/ Thực tế,% TIẾN ĐỘ NHẬP HÀNG,TRẠNG THÁI GIAO HÀNG,TRẠNG THÁI ĐƠN HÀNG,GHI CHÚ ĐƠN HÀNG,Giá Trị Nhập Hàng thực tế,
51,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,KEM NHẠT,,,,175,200,150,75,600,112.860 đ,67.716.000 đ,TLN,Tháng 3,10/1/2026,24/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,51_PO88_KEM NHẠT,,25/03/2026,24/03/2026,607,"101,17%",Đúng hạn,Hoàn thành,,68.506.020 đ,
52,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,NAVY,,,,175,200,150,75,600,112.860 đ,67.716.000 đ,TLN,Tháng 3,10/1/2026,25/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,52_PO88_NAVY,,26/03/2026,25/03/2026,599,"99,83%",Đúng hạn,Hoàn thành,,67.603.140 đ,
53,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,TRẮNG,,,,400,600,,,1.000,112.860 đ,112.860.000 đ,TLN,Tháng 4,10/1/2026,14/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,53_PO88_TRẮNG,,15/04/2026,14/04/2026,995,"99,50%",Đúng hạn,Hoàn thành,,112.295.700 đ,
54,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,ĐEN,,,,150,150,125,75,500,112.860 đ,56.430.000 đ,TLN,Tháng 4,"10/1/2026
29/3/2026 (RV)",14/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,54_PO88_ĐEN,,15/04/2026,14/04/2026,522,"104,40%",Đúng hạn,Hoàn thành,,58.912.920 đ,
55,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,KEM NHẠT,,,,250,550,,,800,112.860 đ,90.288.000 đ,TLN,Tháng 4,"10/1/2026
19/3/2026 ( RV)",16/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,55_PO88_KEM NHẠT,,17/04/2026,16/04/2026,798,"99,75%",Đúng hạn,Hoàn thành,,90.062.280 đ,
56,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,NAVY,,,,150,450,100,100,800,112.860 đ,90.288.000 đ,TLN,Tháng 4,10/1/2026,22/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,56_PO88_NAVY,,23/04/2026,22/04/2026,796,"99,50%",Đúng hạn,Hoàn thành,,89.836.560 đ,
57,NEW IN,NEWIN,JAY,,PO201,TRẮNG,,,,200,300,200,100,800,121.284 đ,97.027.200 đ,TLN,Tháng 4,10/1/2026,01/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,57_PO201_TRẮNG,,02/04/2026,01/04/2026,803,"100,38%",Đúng hạn,Hoàn thành,,97.391.052 đ,
58,NEW IN,NEWIN,JAY,,PO201,NAVY,,,,200,300,200,100,800,121.284 đ,97.027.200 đ,TLN,Tháng 4,10/1/2026,01/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,58_PO201_NAVY,,02/04/2026,02/04/2026,797,"99,63%",Đúng hạn,Hoàn thành,,96.663.348 đ,
59,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,CAFE,,,,250,250,200,100,800,112.860 đ,90.288.000 đ,TLN,Tháng 3,RV 27/2/2026,09/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,59_PO88_CAFE,,10/03/2026,09/03/2026,796,"99,50%",Đúng hạn,Hoàn thành,,89.836.560 đ,Chuyển T1 -> sang T3
60,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,ĐEN,,,,400,500,400,200,1.500,112.860 đ,169.290.000 đ,TLN,Tháng 3,RV 27/2/2026,10/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,60_PO88_ĐEN,,11/03/2026,10/03/2026,1500,"100,00%",Đúng hạn,Hoàn thành,,169.290.000 đ,
61,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,NAVY,,,,200,,200,,400,112.860 đ,45.144.000 đ,TLN,Tháng 3,RV 27/2/2026,09/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,61_PO88_NAVY,,10/03/2026,09/03/2026,407,"101,75%",Đúng hạn,Hoàn thành,,45.934.020 đ,Bổ sung POSX size L XL sau Tết
62,RESTOCK,CHỦ LỰC,CLASSIC,,PO119,ĐEN,,,,175,200,125,100,600,124.200 đ,74.520.000 đ,AT,Tháng 3,RV 27/2/2026,17/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,62_PO119_ĐEN,,18/03/2026,17/03/2026,575,"95,83%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,71.415.000 đ,Chuyển T1 -> sang T3
63,RESTOCK,CHỦ LỰC,BASIC DIAMOND,,PO166,NAVY,,,,250,250,200,100,800,127.440 đ,101.952.000 đ,AT,Tháng 3,RV 20/1/2026,04/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,63_PO166_NAVY,,05/03/2026,04/03/2026,815,"101,88%",Đúng hạn,Hoàn thành,,103.863.600 đ,Chuyển T1 -> sang T3
64,RESTOCK,CHỦ LỰC,JEAN STRAIGHT,,PO216,XANH NHẠT,,,400,450,450,400,300,2.000,180.000 đ,360.000.000 đ,LC,Tháng 3,RV 20/1/2026,03/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,64_PO216_XANH NHẠT,,04/03/2026,03/03/2026,1988,"99,40%",Đúng hạn,Hoàn thành,,357.840.000 đ,Chuyển T1 -> sang T3
65,RESTOCK,CHỦ LỰC,BASIC DIAMOND,,PO166,ĐEN,,,,150,175,100,75,500,127.440 đ,63.720.000 đ,AT,Tháng 3,RV 20/1/2026,02/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,65_PO166_ĐEN,,03/03/2026,02/03/2026,391,"78,20%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,49.829.040 đ,Chuyển T1 -> sang T3
66,RESTOCK,CHỦ LỰC,BASIC DIAMOND,,PO166,TRẮNG,,,,150,175,100,75,500,127.440 đ,63.720.000 đ,AT,Tháng 3,RV 20/1/2026,02/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,66_PO166_TRẮNG,,03/03/2026,02/03/2026,451,"90,20%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,57.475.440 đ,Chuyển T1 -> sang T3
67,RESTOCK,DUY TRÌ,CLASSIC DIAMOND V2,,PO276,ĐỎ NÂU,,,,235,330,120,115,800,115.000 đ,92.000.000 đ,AT,Tháng 3,RV 20/1/2026,03/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,67_PO276_ĐỎ NÂU,Cancel,04/03/2026,,,,Trễ hạn,Chưa nhận hàng,,,Chuyển T1 -> sang T3
68,RESTOCK,DUY TRÌ,CLASSIC DIAMOND V2,,PO276,BE NHẠT,,,,220,380,180,120,900,124.200 đ,111.780.000 đ,AT,Tháng 3,RV 20/1/2026,03/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,68_PO276_BE NHẠT,,04/03/2026,03/03/2026,846,"94,00%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,105.073.200 đ,Chuyển T1 -> sang T3
69,RESTOCK,CHỦ LỰC,CLASSIC DIAMOND,,PO215,NAVY,,,,150,175,100,75,500,117.000 đ,58.500.000 đ,AN,Tháng 4,Revised 27/2/2026,01/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,69_PO215_NAVY,,02/04/2026,01/04/2026,486,"97,20%",Đúng hạn,Hoàn thành,,56.862.000 đ,Do chia 50% đơn 1000 pcs của T3
70,RESTOCK,PHỄU,VỚ LOGO,,VO5,ĐEN,,,,1.000,,,,1.000,15.660 đ,15.660.000 đ,TT,Tháng 3,05/03/2026,13/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,70_VO5_ĐEN,,14/03/2026,13/03/2026,1081,"108,10%",Đúng hạn,Hoàn thành,,16.928.460 đ,
71,RESTOCK,PHỄU,VỚ LOGO,,VO5,TRẮNG,,,,1.000,,,,1.000,15.660 đ,15.660.000 đ,TT,Tháng 3,05/03/2026,13/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,71_VO5_TRẮNG,,14/03/2026,13/03/2026,1010,"101,00%",Đúng hạn,Hoàn thành,,15.816.600 đ,
72,NEW IN,NEWIN,NORF,,PO301,TRẮNG,,,,225,225,200,150,800,135.000 đ,108.000.000 đ,TLN,Tháng 4,05/03/2026,03/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,72_PO301_TRẮNG,,04/04/2026,03/04/2026,799,"99,88%",Đúng hạn,Hoàn thành,,107.865.000 đ,
73,NEW IN,NEWIN,TORA,,PO302,KEM NHẠT,,,,225,225,200,150,800,136.080 đ,108.864.000 đ,TLN,Tháng 5,05/03/2026,04/05/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 1,73_PO302_KEM NHẠT,Cancel,05/05/2026,,,,Sắp giao hàng,Sắp giao hàng,,,cvc 60/40
74,RESTOCK,CHỦ LỰC,TRAVIS,,PO98,NAVY,,,,175,150,100,75,500,124.200 đ,62.100.000 đ,AT,Tháng 4,Revised 24/12/2025,21/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,74_PO98_NAVY,,22/04/2026,21/04/2026,491,"98,20%",Đúng hạn,Hoàn thành,,60.982.200 đ,bù số lượng đơn 800 giao thiếu tháng 3
75,NEW IN,CHỦ LỰC,BASIC SYMBOL,,PO88,XANH LÁ,,,,200,250,150,100,700,112.860 đ,79.002.000 đ,TLN,Tháng 4,11/03/2026,13/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,75_PO88_XANH LÁ,Cancel,14/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,cvc 60/40
76,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,XANH LÁ,,,,200,250,150,100,700,112.860 đ,79.002.000 đ,TLN,Tháng 6,11/03/2026,03/06/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 1,76_PO88_XANH LÁ,Cancel,04/06/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,cvc 60/40
77,NEW IN,NEWIN,LINE,,PO303,NAVY,,,,250,250,200,100,800,139.320 đ,111.456.000 đ,AT,Tháng 4,10/03/2026,02/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,77_PO303_NAVY,,03/04/2026,11/04/2026,798,"99,75%",Trễ hạn,Hoàn thành,,111.177.360 đ,
78,NEW IN,NEWIN,TRAVIS,,PO98,CAFE,,,,250,250,200,100,800,125.280 đ,100.224.000 đ,AT,Tháng 4,10/03/2026,02/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,78_PO98_CAFE,,03/04/2026,04/04/2026,772,"96,50%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,96.716.160 đ,
79,RESTOCK,CHỦ LỰC,JEAN STRAIGHT,,PO216,XANH NHẠT,,,55,65,75,66,33,294,180.000 đ,52.920.000 đ,LC,Tháng 4,"11/3/2026
ĐƠN CŨ TỒN T2/2025",27/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,79_PO216_XANH NHẠT,Cancel,28/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,
80,NEW IN,NEWIN,BASIC SYMBOL,,PO88,MINT,,,,225,225,200,150,800,112.860 đ,90.288.000 đ,TLN,Tháng 7,09/03/2026,01/07/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 1,80_PO88_MINT,Cancel,02/07/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,cvc 60/40
81,NEW IN,NEWIN,BASIC SYMBOL,,PO88,OLIU,,,,225,225,200,150,800,112.860 đ,90.288.000 đ,TLN,Tháng 7,09/03/2026,01/07/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 1,81_PO88_OLIU,Cancel,02/07/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,cvc 60/40
82,NEW IN,NEWIN,BASIC SYMBOL,,PO88,DENIM,,,,225,225,200,150,800,112.860 đ,90.288.000 đ,TLN,Tháng 7,09/03/2026,01/07/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 1,82_PO88_DENIM,Cancel,02/07/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,cvc 60/40
83,RESTOCK,CHỦ LỰC,BASIC SYMBOL,,PO88,ĐEN,,,,150,150,125,75,500,112.860 đ,56.430.000 đ,TLN,Tháng 5,29/3/2026 (RV),09/05/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 1,83_PO88_ĐEN,Cancel,10/05/2026,,,,Sắp giao hàng,Sắp giao hàng,,,
84,RESTOCK,CHỦ LỰC,SHORT KAKI,,PO99,ĐEN,,,120,310,200,230,,860,112.000 đ,96.320.000 đ,LC,Tháng 3,"18/03/2026
23/3/2026 ( RV)",26/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,84_PO99_ĐEN,,27/03/2026,28/03/2026,890,"103,49%",Đúng hạn,Hoàn thành,,99.680.000 đ,
85,RESTOCK,CHỦ LỰC,KAKI SD,,PO126,NÂU,,,60,120,170,100,50,500,123.000 đ,61.500.000 đ,LC,Tháng 3,"18/03/2026
23/3/2026 ( RV)",26/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,85_PO126_NÂU,,27/03/2026,28/03/2026,499,"99,80%",Đúng hạn,Hoàn thành,,61.377.000 đ,
86,RESTOCK,CHỦ LỰC,QUẦN TÂY LƯNG CHUN,,PO86,ĐEN,,,26,187,193,125,28,559,153.000 đ,85.527.000 đ,LC,Tháng 3,"18/03/2026
23/3/2026 ( RV)",26/03/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,86_PO86_ĐEN,,27/03/2026,28/03/2026,553,"98,93%",Đúng hạn,Hoàn thành,,84.609.000 đ,
87,RESTOCK,CHỦ LỰC,CLASSIC,,PO119,XÁM NHẠT,,,,200,200,100,100,600,118.800 đ,71.280.000 đ,AT,Tháng 4,"19/03/2026
30/3/2026 ( RV)",13/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,87_PO119_XÁM NHẠT,Cancel,14/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,
88,RESTOCK,CHỦ LỰC,CLASSIC,,PO119,CAFE,,,,200,250,150,100,700,112.860 đ,79.002.000 đ,TLN,Tháng 5,"19/03/2026
13/4/2026 AT cancel -> chuyển TLN",26/05/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 4,88_PO119_CAFE,,27/05/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,
89,RESTOCK,CHỦ LỰC,CLASSIC,,PO119,NAVY NEW,,,,200,250,150,100,700,118.800 đ,83.160.000 đ,AT,Tháng 4,"19/03/2026
(RV)",21/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,89_PO119_NAVY NEW,Cancel,22/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,
90,RESTOCK,DUY TRÌ,CLASSIC DIAMOND V2,,PO276,ĐỎ NÂU,,,,200,300,200,100,800,128.520 đ,102.816.000 đ,AT,Tháng 4,19/03/2026,13/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,90_PO276_ĐỎ NÂU,,14/04/2026,15/04/2026,649,"81,13%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,83.409.480 đ,
91,RESTOCK,DUY TRÌ,BASIC SYMBOL,,PO88,BE,,,,200,300,200,100,800,112.860 đ,90.288.000 đ,TLN,Tháng 4,19/03/2026,20/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,91_PO88_BE,,21/04/2026,20/04/2026,787,"98,38%",Đúng hạn,Hoàn thành,,88.820.820 đ,
92,RESTOCK,DUY TRÌ,LOKI,,PO225,NAVY,,,,200,300,200,100,800,127.656 đ,102.124.800 đ,TLN,Tháng 4,19/03/2026,20/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,92_PO225_NAVY,Cancel,21/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,
93,RESTOCK,DUY TRÌ,THOMAS,,PO97,BE,,,,175,200,150,75,600,123.444 đ,74.066.400 đ,TLN,Tháng 6,"19/03/2026
30/3/2026 (rv)",16/06/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 3,93_PO97_BE,,17/06/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,
94,RESTOCK,DUY TRÌ,WICK,,PO226,BE ĐẬM,,,,200,300,200,100,800,126.576 đ,101.260.800 đ,TLN,Tháng 4,19/03/2026,16/4/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,94_PO226_BE ĐẬM,,17/04/2026,17/04/2026,793,"99,13%",Đúng hạn,Hoàn thành,,100.374.768 đ,
95,RESTOCK,DUY TRÌ,JAY,,PO201,KEM NHẠT,,,,200,300,200,100,800,121.284 đ,97.027.200 đ,TLN,Tháng 4,19/03/2026,16/4/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,95_PO201_KEM NHẠT,,17/04/2026,17/04/2026,414,"51,75%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,50.211.576 đ,
96,RESTOCK,DUY TRÌ,DAVID,,PO206,TRẮNG,,,,200,300,200,100,800,129.924 đ,103.939.200 đ,TLN,Tháng 4,19/03/2026,14/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 3,96_PO206_TRẮNG,Cancel,15/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,
97,RESTOCK,CHỦ LỰC,SHORT KAKI,,PO99,ĐEN,,,,340,360,100,,800,112.000 đ,89.600.000 đ,LC,Tháng 4,"19/03/2026
23/3/2026 ( RV)",10/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,97_PO99_ĐEN,,11/04/2026,10/04/2026,800,"100,00%",Đúng hạn,Hoàn thành,,89.600.000 đ,
98,RESTOCK,CHỦ LỰC,SHORT KAKI,,PO99,TRẮNG,,,120,190,260,200,,770,112.000 đ,86.240.000 đ,LC,Tháng 4,"19/03/2026
23/3/2026 ( RV)",10/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,98_PO99_TRẮNG,,11/04/2026,10/04/2026,706,"91,69%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,79.072.000 đ,
99,RESTOCK,CHỦ LỰC,KAKI SD,,PO126,ĐEN,,,40,220,260,200,50,770,123.000 đ,94.710.000 đ,LC,Tháng 4,"19/03/2026
23/3/2026 ( RV)",08/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,99_PO126_ĐEN,,09/04/2026,08/04/2026,853,"110,78%",Đúng hạn,Hoàn thành,,104.919.000 đ,
100,RESTOCK,CHỦ LỰC,KAKI SD,,PO126,BE,,,0,140,60,130,40,370,123.000 đ,45.510.000 đ,LC,Tháng 4,"19/03/2026
23/3/2026 ( RV)",08/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 2,100_PO126_BE,,09/04/2026,08/04/2026,460,"124,32%",Đúng hạn,Hoàn thành,,56.580.000 đ,
101,RESTOCK,CHỦ LỰC,KAKI SD,,PO126,NÂU,,,50,300,260,180,100,890,123.000 đ,109.470.000 đ,LC,Tháng 4,"19/03/2026
23/3/2026 ( RV)",22/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,101_PO126_NÂU,,23/04/2026,22/04/2026,949,"106,63%",Đúng hạn,Hoàn thành,,116.727.000 đ,
102,RESTOCK,CHỦ LỰC,JEAN STRAIGHT,,PO216,XANH NHẠT,,,55,65,75,66,33,294,180.000 đ,52.920.000 đ,LC,Tháng 4,"19/03/2026
23/3/2026 ( RV)",03/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 1,102_PO216_XANH NHẠT,,04/04/2026,03/04/2026,287,"97,62%",Đúng hạn,Hoàn thành,,51.660.000 đ,
103,RESTOCK,CHỦ LỰC,QUẦN TÂY LƯNG CHUN,,PO86,BE,,,46,192,199,103,33,573,153.000 đ,87.669.000 đ,LC,Tháng 4,"19/03/2026
23/3/2026 ( RV)",22/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,103_PO86_BE,,23/04/2026,22/04/2026,560,"97,73%",Đúng hạn,Hoàn thành,,85.680.000 đ,
104,RESTOCK,CHỦ LỰC,SHORT KAKI,,PO99,BE ĐẬM,,,50,270,160,120,,600,123.120 đ,73.872.000 đ,LC,Tháng 4,"19/03/2026
6/4/2026 (RV)",22/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,104_PO99_BE ĐẬM,,23/04/2026,22/04/2026,600,"100,00%",Đúng hạn,Hoàn thành,,73.872.000 đ,
105,RESTOCK,CHỦ LỰC,QUẦN TÂY LƯNG CHUN,,PO86,"ĐEN
",,,50,200,200,100,50,600,168.480 đ,101.088.000 đ,LC,Tháng 4,19/03/2026,22/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,"105_PO86_ĐEN
",,23/04/2026,22/04/2026,739,"123,17%",Đúng hạn,Hoàn thành,,124.506.720 đ,
106,RESTOCK,CHỦ LỰC,KAKI STRAIGHT,,PO249,BE,,,50,125,150,125,50,500,194.400 đ,97.200.000 đ,LC,Tháng 4,19/03/2026,28/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,106_PO249_BE,,29/04/2026,28/04/2026,461,"92,20%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,89.618.400 đ,
107,RESTOCK,CHỦ LỰC,KAKI STRAIGHT,,PO249,ĐEN,,,50,125,150,125,50,500,194.400 đ,97.200.000 đ,LC,Tháng 4,19/03/2026,28/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,107_PO249_ĐEN,,29/04/2026,28/04/2026,458,"91,60%",Đúng hạn,Hoàn thành(thiếu),HOÀN THÀNH,89.035.200 đ,
108,RESTOCK,CHỦ LỰC,KAKI STRAIGHT,,PO249,NÂU,,,50,125,150,125,50,500,194.400 đ,97.200.000 đ,LC,Tháng 4,19/03/2026,28/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,108_PO249_NÂU,,29/04/2026,28/04/2026,525,"105,00%",Đúng hạn,Hoàn thành,,102.060.000 đ,
109,NEW IN,CHỦ LỰC,KAKI STRAIGHT,,PO249,KEM,,,100,200,250,150,100,800,194.400 đ,155.520.000 đ,LC,Tháng 4,19/03/2026,28/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,109_PO249_KEM,,29/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,
110,RESTOCK,DUY TRÌ,Sơ mi OXFORD PREMIUM,,PO252,TRẮNG 02,,,,200,250,250,100,800,150.120 đ,120.096.000 đ,GLX,Tháng 4,20/3/2026,27/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,110_PO252_TRẮNG 02,,28/04/2026,27/04/2026,795,"99,38%",Đúng hạn,Hoàn thành,,119.345.400 đ,
111,RESTOCK,DUY TRÌ,Sơ mi OXFORD PREMIUM,,PO252,NAVY 35,,,,200,250,250,100,800,159.840 đ,127.872.000 đ,GLX,Tháng 6,"20/3/2026
23/4/2026 (RV)",23/06/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 4,111_PO252_NAVY 35,,24/06/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,
112,RESTOCK,DUY TRÌ,Sơ mi OXFORD PREMIUM,,PO252,XANH NHẠT 07,,,,200,250,250,100,800,150.120 đ,120.096.000 đ,GLX,Tháng 4,20/3/2026,27/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,112_PO252_XANH NHẠT 07,,28/04/2026,27/04/2026,730,"91,25%",Đúng hạn,Hoàn thành,,109.587.600 đ,
113,NEW IN,NEWIN,Sơ mi OXFORD PREMIUM,,PO252,BE,,,,200,250,250,100,800,150.120 đ,120.096.000 đ,GLX,Tháng 4,20/3/2026,27/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 5,113_PO252_BE,,28/04/2026,27/04/2026,790,"98,75%",Đúng hạn,Hoàn thành,,118.594.800 đ,
114,NEW IN,NEWIN,Sơ mi OXFORD PREMIUM,,PO252,ĐEN,,,,200,250,250,100,800,159.840 đ,127.872.000 đ,GLX,Tháng 6,"20/3/2026
23/4/2026 (RV)",23/06/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 4,114_PO252_ĐEN,,24/06/2026,,,,Chưa tới thời hạn giao hàng,Chưa tới thời hạn giao hàng,,,
115,RESTOCK,DUY TRÌ,Sơ mi POPLIN,,PO258,TRẮNG 02,,,,175,200,150,75,600,149.580 đ,89.748.000 đ,GLX,Tháng 5,"20/3/2026
23/4/2026 ( RV)",07/05/2026,ĐƠN ĐỊNH KỲ,Quý 2,Tuần 1,115_PO258_TRẮNG 02,,08/05/2026,,,,Sắp giao hàng,Sắp giao hàng,,,
116,RESTOCK,DUY TRÌ,Sơ mi POPLIN,,PO258,ĐEN 147,,,,175,200,150,75,600,149.580 đ,89.748.000 đ,GLX,Tháng 4,20/3/2026,23/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,116_PO258_ĐEN 147,,24/04/2026,24/04/2026,601,"100,17%",Trễ hạn,Hoàn thành,,89.897.580 đ,
117,RESTOCK,DUY TRÌ,Sơ mi POPLIN,,PO258,BE 05,,,,175,200,150,75,600,149.580 đ,89.748.000 đ,GLX,Tháng 4,20/3/2026,23/04/2026,ĐƠN ĐỊNH KỲ,Quý 1,Tuần 4,117_PO258_BE 05,Cancel,24/04/2026,,,,Trễ hạn,Chưa nhận hàng,,,
